waveform,action_id,action_label_en,action_label,metric,reference_estimate,n_replicates,finite_replicates,infinite_fraction,resampling_mean_finite,resampling_sd_finite,percentile_2_5_finite,percentile_50_finite,percentile_97_5_finite
body_configuration,1,forehand_attack,forehand attack,integrated_sigma2_athlete,1.15407606978,5000,5000,0,1.11153063571,0.251242229355,0.686608273324,1.09152679593,1.63777091848
body_configuration,1,forehand_attack,forehand attack,integrated_sigma2_trial,0.66508958926,5000,5000,0,0.665739850893,0.0899681713605,0.504385087959,0.659092880818,0.857578205804
body_configuration,1,forehand_attack,forehand attack,boundary_nodes,0,5000,5000,0,0,0,0,0,0
body_configuration,1,forehand_attack,forehand attack,boundary_fraction,0,5000,5000,0,0,0,0,0,0
body_configuration,1,forehand_attack,forehand attack,R_L2_m1,0.634398557408,5000,5000,0,0.619927550953,0.0566175352389,0.501536225515,0.623361473699,0.718962909978
body_configuration,1,forehand_attack,forehand attack,mean_pointwise_reliability_m1,0.619616194121,5000,5000,0,0.601320919683,0.0441022620162,0.509367825551,0.604450015905,0.678023687786
body_configuration,1,forehand_attack,forehand attack,R_L2_m2,0.776308268913,5000,5000,0,0.763843158475,0.0439451689518,0.668030802062,0.767988502618,0.836507763023
body_configuration,1,forehand_attack,forehand attack,mean_pointwise_reliability_m2,0.758796236233,5000,5000,0,0.74184613453,0.0361178526834,0.664771768397,0.745144483983,0.802826248649
body_configuration,1,forehand_attack,forehand attack,R_L2_m5,0.896652521782,5000,5000,0,0.889194123476,0.0244032018314,0.834185045748,0.89218710189,0.927490234687
body_configuration,1,forehand_attack,forehand attack,mean_pointwise_reliability_m5,0.883117839701,5000,5000,0,0.871854878502,0.0221901840146,0.823510361093,0.874109258155,0.908357763409
body_configuration,1,forehand_attack,forehand attack,R_L2_m10,0.945510589298,5000,5000,0,0.941168974357,0.0138299711456,0.909597477615,0.943022073238,0.962381254062
body_configuration,1,forehand_attack,forehand attack,mean_pointwise_reliability_m10,0.936510897941,5000,5000,0,0.929473150178,0.0135996794051,0.898937584616,0.930944921868,0.951424775423
body_configuration,1,forehand_attack,forehand attack,R_L2_m15,0.963001721399,5000,5000,0,0.959949506189,0.00963483609543,0.937859086581,0.961279307227,0.97460236024
body_configuration,1,forehand_attack,forehand attack,mean_pointwise_reliability_m15,0.956282158064,5000,5000,0,0.951148510587,0.00988260365,0.928822435693,0.952316220412,0.966959812995
body_configuration,1,forehand_attack,forehand attack,R_L2_m20,0.971992231242,5000,5000,0,0.969640352403,0.00739036544159,0.952658859484,0.970675615297,0.980830052318
body_configuration,1,forehand_attack,forehand attack,mean_pointwise_reliability_m20,0.966627374723,5000,5000,0,0.962573864423,0.00779294479482,0.945021587491,0.963486365755,0.974970066194
body_configuration,1,forehand_attack,forehand attack,R_L2_m30,0.981152192483,5000,5000,0,0.979540775442,0.00504054171593,0.967933213558,0.980257430632,0.987137845934
body_configuration,1,forehand_attack,forehand attack,mean_pointwise_reliability_m30,0.977324146809,5000,5000,0,0.974456844298,0.00550594670998,0.962075105332,0.975136312389,0.983136756726
body_configuration,1,forehand_attack,forehand attack,R_L2_m40,0.985797221554,5000,5000,0,0.984571851512,0.0038242372094,0.97575554976,0.985119628784,0.990322265321
body_configuration,1,forehand_attack,forehand attack,mean_pointwise_reliability_m40,0.982819331771,5000,5000,0,0.980593647804,0.00427094438157,0.97109077667,0.981120514734,0.987288015945
body_configuration,1,forehand_attack,forehand attack,R_L2_m50,0.988605410276,5000,5000,0,0.987616915766,0.00308075142779,0.980509934621,0.988060169204,0.992242797827
body_configuration,1,forehand_attack,forehand attack,mean_pointwise_reliability_m50,0.986167884683,5000,5000,0,0.984346075472,0.00349421608281,0.976566952942,0.984775249442,0.989789399425
body_configuration,1,forehand_attack,forehand attack,required_n_R_L2_80,3,5000,5000,0,3.0076,0.71808451388,2,3,4
body_configuration,1,forehand_attack,forehand attack,required_m_pointwise_G80,3,5000,5000,0,3.39,0.645897388667,2,3,5
body_configuration,1,forehand_attack,forehand attack,required_n_R_L2_90,6,5000,5000,0,6.146,1.4587356107,4,6,9
body_configuration,1,forehand_attack,forehand attack,required_m_pointwise_G90,6,5000,5000,0,7.2616,1.47783701417,5,7,11
body_configuration,2,forehand_drive,forehand drive,integrated_sigma2_athlete,4.68702630965,5000,5000,0,4.53161219668,0.515504159093,3.53468707943,4.52843363697,5.53771814065
body_configuration,2,forehand_drive,forehand drive,integrated_sigma2_trial,2.82358372244,5000,5000,0,2.81956787264,0.521039976966,2.0242800599,2.76507975347,4.00318674776
body_configuration,2,forehand_drive,forehand drive,boundary_nodes,0,5000,5000,0,0,0,0,0,0
body_configuration,2,forehand_drive,forehand drive,boundary_fraction,0,5000,5000,0,0,0,0,0,0
body_configuration,2,forehand_drive,forehand drive,R_L2_m1,0.62405401021,5000,5000,0,0.617364999394,0.0544977785974,0.503430898839,0.621848564399,0.709094284751
body_configuration,2,forehand_drive,forehand drive,mean_pointwise_reliability_m1,0.641083312458,5000,5000,0,0.629805944652,0.0360544346998,0.555556519808,0.631548919102,0.696627041396
body_configuration,2,forehand_drive,forehand drive,R_L2_m2,0.768513862577,5000,5000,0,0.761990773768,0.042495802934,0.669709394261,0.766839245097,0.829789545308
body_configuration,2,forehand_drive,forehand drive,mean_pointwise_reliability_m2,0.77758959438,5000,5000,0,0.767086315988,0.0286358151968,0.705805375408,0.769069851632,0.818405516773
body_configuration,2,forehand_drive,forehand drive,R_L2_m5,0.892470606679,5000,5000,0,0.888232114659,0.0236836799506,0.83523070773,0.891566193066,0.924171762878
body_configuration,2,forehand_drive,forehand drive,mean_pointwise_reliability_m5,0.894551381954,5000,5000,0,0.887838602865,0.016970229601,0.850225510359,0.889409747974,0.917207542227
body_configuration,2,forehand_drive,forehand drive,R_L2_m10,0.943180415621,5000,5000,0,0.940639674941,0.0134403687996,0.910218757892,0.942675118993,0.960591752466
body_configuration,2,forehand_drive,forehand drive,mean_pointwise_reliability_m10,0.943175898157,5000,5000,0,0.939092564005,0.0102615872435,0.916235564749,0.940164525329,0.956360616671
body_configuration,2,forehand_drive,forehand drive,R_L2_m15,0.961388989899,5000,5000,0,0.959584804707,0.00936771485876,0.938299317251,0.961038933155,0.973378127868
body_configuration,2,forehand_drive,forehand drive,mean_pointwise_reliability_m15,0.960952886649,5000,5000,0,0.957990760323,0.00744986989808,0.941423108791,0.95882089965,0.970403437649
body_configuration,2,forehand_drive,forehand drive,R_L2_m20,0.970759491027,5000,5000,0,0.969362217321,0.00718711905701,0.952999497147,0.970491781952,0.979899819794
