analysis,waveform,action_id,action_label_en,action_label,phase_node,phase_percent,n_athletes,n_trials_total,min_trials_per_athlete,max_trials_per_athlete,sigma2_athlete,sigma2_trial,boundary_sigma2_athlete_zero,ss_between,ss_within,ms_between,ms_within,pointwise_relative_reliability_m1,pointwise_relative_reliability_m2,pointwise_relative_reliability_m5,pointwise_relative_reliability_m10,pointwise_relative_reliability_m15,pointwise_relative_reliability_m20,pointwise_relative_reliability_m30,pointwise_relative_reliability_m40,pointwise_relative_reliability_m50
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,67,33.6683417085,30,1500,50,50,26.6709285477,23.5848167054,False,39356.8060786,34669.6805569,1357.13124409,23.5848167054,0.53070407002,0.693411718717,0.84972028839,0.918755439645,0.944329312932,0.957657678162,0.971367665602,0.978370926485,0.9826215653
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,68,34.1708542714,30,1500,50,50,27.1570503688,24.6728761853,False,40093.2364441,36269.1279924,1382.52539463,24.6728761853,0.523964670111,0.687633618269,0.846234799768,0.916714168614,0.942890645726,0.956547599663,0.970605986292,0.977791288929,0.982153762758
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,69,34.6733668342,30,1500,50,50,27.6219193073,25.8408998648,False,40801.1690916,37986.1228012,1406.93686523,25.8408998648,0.516656617347,0.681309943777,0.842385961421,0.914451129199,0.941293322819,0.955314152711,0.969758986707,0.97714646149,0.981633220009
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,70,35.175879397,30,1500,50,50,27.9383292934,26.9328648336,False,41291.6305557,39591.3113054,1423.84932951,26.9328648336,0.509162042816,0.674761262701,0.838361927526,0.912074945606,0.939613467348,0.954015895352,0.968866718205,0.976466872784,0.981084469912
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,71,35.6783919598,30,1500,50,50,28.2391533751,27.8544420071,False,41754.5512121,40946.0297505,1439.81211076,27.8544420071,0.503429191562,0.669707884332,0.83522976877,0.910218200449,0.938298922371,0.952999191647,0.968167408589,0.975934035941,0.98065411327
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,72,36.1809045226,30,1500,50,50,28.6368745914,29.6802893315,False,42384.1965482,43630.0253174,1461.5240189,29.6802893315,0.491053965334,0.65866692521,0.828303315793,0.90608960629,0.935369925616,0.95073138566,0.966605828928,0.974743516866,0.979692232938
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,73,36.6834170854,30,1500,50,50,28.9204995711,31.7963957586,False,42856.8198552,46740.7017651,1477.82137432,31.7963957586,0.476317166978,0.645277556384,0.819747192813,0.900946236984,0.931709342453,0.947892391121,0.964647550205,0.973249236397,0.978484276712
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,74,37.1859296482,30,1500,50,50,29.1150511798,33.8002125005,False,43197.0303732,49686.3123758,1489.55277149,33.8002125005,0.462766099618,0.632727405617,0.811567251631,0.895983575437,0.928165045241,0.94513854133,0.962744395281,0.971795603499,0.977308482689
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,75,37.6884422111,30,1500,50,50,29.369158636,36.3569192772,False,43639.6306812,53444.6713375,1504.81485108,36.3569192772,0.446841795045,0.617678859672,0.801548138728,0.88984370886,0.92376314968,0.941711427975,0.960370978968,0.969980826612,0.97583960628
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,76,38.1909547739,30,1500,50,50,29.6310879523,38.8058712914,False,44090.4477983,57044.6307983,1520.36026891,38.8058712914,0.432969089798,0.604296481872,0.792439028841,0.884201935006,0.919701832532,0.938542646177,0.958171542004,0.968297136024,0.974475871223
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,77,38.6934673367,30,1500,50,50,29.9860085034,41.1167347216,False,44672.0976368,60441.6000408,1540.41715989,41.1167347216,0.42172787073,0.593261030346,0.784781846017,0.879414868286,0.91624330829,0.935839003006,0.956291201985,0.966856232934,0.973308052005
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,78,39.1959798995,30,1500,50,50,30.7959660656,43.6780552371,False,45920.8143969,64206.7411985,1583.47635851,43.6780552371,0.413512866996,0.585085394906,0.779021944345,0.875786773537,0.913614439286,0.933780732322,0.95485738457,0.965756579032,0.972416351528
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,79,39.6984924623,30,1500,50,50,31.9966777169,46.5928410536,False,47746.3750801,68491.4763487,1646.4267269,46.5928410536,0.407136704964,0.578673988857,0.774452069654,0.872891505945,0.911511803497,0.932132484102,0.953707742562,0.964874294876,0.971700628827
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,80,40.2010050251,30,1500,50,50,33.6352889144,50.4713043555,False,50234.8367522,74192.8174026,1732.23575008,50.4713043555,0.399912629994,0.571339412797,0.769166137758,0.869523920159,0.909060817424,0.930208927292,0.952364439233,0.963842736545,0.970863489942
