analysis,waveform,action_id,action_label_en,action_label,trials_m,R_L2_integrated_components,mean_pointwise_reliability
full_balanced_constrained_REML,body_configuration,3,forehand_push,forehand push,50,0.992721176145,0.991879181717
full_balanced_constrained_REML,body_configuration,4,backhand_attack,backhand attack,1,0.585767411474,0.587346357951
full_balanced_constrained_REML,body_configuration,4,backhand_attack,backhand attack,2,0.738780993021,0.73428887043
full_balanced_constrained_REML,body_configuration,4,backhand_attack,backhand attack,5,0.876092145124,0.87056605265
full_balanced_constrained_REML,body_configuration,4,backhand_attack,backhand attack,10,0.933954280871,0.930060562091
full_balanced_constrained_REML,body_configuration,4,backhand_attack,backhand attack,15,0.954978358348,0.952068404281
full_balanced_constrained_REML,body_configuration,4,backhand_attack,backhand attack,20,0.965849389625,0.963538292689
full_balanced_constrained_REML,body_configuration,4,backhand_attack,backhand attack,30,0.976970772357,0.975338991838
full_balanced_constrained_REML,body_configuration,4,backhand_attack,backhand attack,40,0.982628063699,0.98136850205
full_balanced_constrained_REML,body_configuration,4,backhand_attack,backhand attack,50,0.986053997144,0.985028775658
full_balanced_constrained_REML,body_configuration,5,backhand_drive,backhand drive,1,0.532353848083,0.557047301258
full_balanced_constrained_REML,body_configuration,5,backhand_drive,backhand drive,2,0.694818430807,0.713038093917
full_balanced_constrained_REML,body_configuration,5,backhand_drive,backhand drive,5,0.850564372802,0.860011435759
full_balanced_constrained_REML,body_configuration,5,backhand_drive,backhand drive,10,0.919248619829,0.924406243292
full_balanced_constrained_REML,body_configuration,5,backhand_drive,backhand drive,15,0.944676599573,0.948216000271
full_balanced_constrained_REML,body_configuration,5,backhand_drive,backhand drive,20,0.957925523907,0.960618424378
full_balanced_constrained_REML,body_configuration,5,backhand_drive,backhand drive,30,0.971551362093,0.97337236387
full_balanced_constrained_REML,body_configuration,5,backhand_drive,backhand drive,40,0.978510686143,0.979886125818
full_balanced_constrained_REML,body_configuration,5,backhand_drive,backhand drive,50,0.982734343492,0.983839353363
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,1,0.721123798269,0.694126682988
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,2,0.837968540083,0.815405310475
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,5,0.928207865406,0.915279822312
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,10,0.96276742986,0.955396067426
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,15,0.974866356525,0.969724315297
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,20,0.981030574701,0.977084461423
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,30,0.987273243381,0.984580824287
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,40,0.990424466163,0.988381452956
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,50,0.992324874246,0.990678938429
