waveform,action_id,action_label_en,action_label,metric,reference_estimate,n_replicates,finite_replicates,infinite_fraction,resampling_mean_finite,resampling_sd_finite,percentile_2_5_finite,percentile_50_finite,percentile_97_5_finite
body_configuration,3,forehand_push,forehand push,R_L2_m10,0.965297924411,5000,5000,0,0.963172037947,0.00715553640147,0.946453754683,0.964035769375,0.974435507784
body_configuration,3,forehand_push,forehand push,mean_pointwise_reliability_m10,0.961302056188,5000,5000,0,0.957179264442,0.00754170803634,0.939846260682,0.958146612599,0.96903106863
body_configuration,3,forehand_push,forehand push,R_L2_m15,0.976594543636,5000,5000,0,0.975131051238,0.00489924796631,0.96365376836,0.975732930758,0.982810525123
body_configuration,3,forehand_push,forehand push,mean_pointwise_reliability_m15,0.973811534803,5000,5000,0,0.970926413761,0.00521603620506,0.958962604843,0.971609861812,0.97907679655
body_configuration,3,forehand_push,forehand push,R_L2_m20,0.982342587779,5000,5000,0,0.981227011626,0.00372432840446,0.972490358311,0.981688607108,0.987052252598
body_configuration,3,forehand_push,forehand push,mean_pointwise_reliability_m20,0.980208639461,5000,5000,0,0.97799035052,0.00398685496071,0.968839213211,0.978521012431,0.984208556725
body_configuration,3,forehand_push,forehand push,R_L2_m30,0.988158696259,5000,5000,0,0.987402720976,0.00251686814104,0.981490509048,0.987717434444,0.991330752657
body_configuration,3,forehand_push,forehand push,mean_pointwise_reliability_m30,0.986703986063,5000,5000,0,0.985187265126,0.0027098924633,0.978952085643,0.985548921978,0.989400340917
body_configuration,3,forehand_push,forehand push,R_L2_m40,0.991092653545,5000,5000,0,0.990520992655,0.00190060250589,0.986053345415,0.990759702192,0.993483942163
body_configuration,3,forehand_push,forehand push,mean_pointwise_reliability_m40,0.989989315544,5000,5000,0,0.988837111502,0.00205255488111,0.984088009912,0.989113723943,0.992022367397
body_configuration,3,forehand_push,forehand push,R_L2_m50,0.99286140565,5000,5000,0,0.992401809229,0.00152675289555,0.988811467812,0.992594075163,0.994780351424
body_configuration,3,forehand_push,forehand push,mean_pointwise_reliability_m50,0.991972756301,5000,5000,0,0.991043830421,0.00165188308791,0.987227188783,0.991267004929,0.993604414618
body_configuration,3,forehand_push,forehand push,required_n_R_L2_80,2,5000,5000,0,2.0628,0.297445549254,2,2,3
body_configuration,3,forehand_push,forehand push,required_m_pointwise_G80,2,5000,5000,0,2.187,0.396058546776,2,2,3
body_configuration,3,forehand_push,forehand push,required_n_R_L2_90,4,5000,5000,0,3.9428,0.76736297095,3,4,6
body_configuration,3,forehand_push,forehand push,required_m_pointwise_G90,4,5000,5000,0,4.4746,0.795161176278,3,4,6
body_configuration,4,backhand_attack,backhand attack,integrated_sigma2_athlete,0.647799838555,5000,5000,0,0.625043310474,0.103175795799,0.431784506133,0.623651596265,0.836228238918
body_configuration,4,backhand_attack,backhand attack,integrated_sigma2_trial,0.458099577946,5000,5000,0,0.458285744611,0.0397445581737,0.382532155821,0.45748982408,0.539522467058
body_configuration,4,backhand_attack,backhand attack,boundary_nodes,0,5000,5000,0,0,0,0,0,0
body_configuration,4,backhand_attack,backhand attack,boundary_fraction,0,5000,5000,0,0,0,0,0,0
body_configuration,4,backhand_attack,backhand attack,R_L2_m1,0.585767411474,5000,5000,0,0.574056525075,0.0383104766996,0.493373354703,0.576212755668,0.64236400339
body_configuration,4,backhand_attack,backhand attack,mean_pointwise_reliability_m1,0.587346357951,5000,5000,0,0.57155252791,0.0332197232608,0.500805236972,0.57329297586,0.62971962862
body_configuration,4,backhand_attack,backhand attack,R_L2_m2,0.738780993021,5000,5000,0,0.728637757657,0.0312441775553,0.660750173043,0.731135760187,0.782243159321
body_configuration,4,backhand_attack,backhand attack,mean_pointwise_reliability_m2,0.73428887043,5000,5000,0,0.719330970367,0.0279298269031,0.658004478775,0.721335799331,0.767581751549
body_configuration,4,backhand_attack,backhand attack,R_L2_m5,0.876092145124,5000,5000,0,0.869940950338,0.0180583045181,0.829619040209,0.871768124665,0.899806582493
