analysis,waveform,action_id,action_label_en,action_label,trials_m,R_L2_integrated_components,mean_pointwise_reliability
full_balanced_constrained_REML,body_configuration,5,backhand_drive,backhand drive,40,0.978517536733,0.979898080199
full_balanced_constrained_REML,body_configuration,5,backhand_drive,backhand drive,50,0.98273987137,0.98384897862
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,1,0.721123798269,0.694126682988
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,2,0.837968540083,0.815405310475
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,5,0.928207865406,0.915279822312
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,10,0.96276742986,0.955396067426
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,15,0.974866356525,0.969724315297
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,20,0.981030574701,0.977084461423
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,30,0.987273243381,0.984580824287
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,40,0.990424466163,0.988381452956
full_balanced_constrained_REML,body_configuration,6,backhand_push,backhand push,50,0.992324874246,0.990678938429
