curve_family,integrated_sigma2_action,integrated_sigma2_athlete,integrated_sigma2_action_x_athlete,integrated_sigma2_trial_residual,omega_action,omega_athlete,omega_action_x_athlete,omega_trial_residual,context_relative_reliability_athlete_across_actions_n50,context_relative_reliability_all_cells_n50,context_relative_reliability_pooled_fixed_actions_n50
racket,63.7164383434787,3.0168803000061137,59.35406333387563,78.29712245051495,0.31174789166056077,0.014760807373588007,0.29040393008277643,0.3830873708830748,0.22906842388567428,0.9877328502328703,0.9755079963234351
body14mean,2.761970547955018,0.2440818183637403,1.494585811314412,1.0227198999802263,0.5000527775212513,0.04419083733734792,0.2705936841886253,0.18516270095277548,0.49151723927284946,0.9954757843027043,0.9883723825420987
