curve_family,normalised_time_pct,component,display_rolling_11
body14mean,50.25125628140703,fixed-action contrast dispersion,0.54432431110681
body14mean,50.7537688442211,fixed-action contrast dispersion,0.5613544542602121
body14mean,51.256281407035175,fixed-action contrast dispersion,0.5781638281772679
body14mean,51.75879396984924,fixed-action contrast dispersion,0.5948864663886456
body14mean,52.26130653266331,fixed-action contrast dispersion,0.6112346730267365
body14mean,52.76381909547738,fixed-action contrast dispersion,0.6270857027047367
body14mean,53.26633165829145,fixed-action contrast dispersion,0.6423074318232975
body14mean,53.768844221105525,fixed-action contrast dispersion,0.6565929904100863
body14mean,54.27135678391959,fixed-action contrast dispersion,0.6697596239317829
body14mean,54.77386934673366,fixed-action contrast dispersion,0.6816766547972753
body14mean,55.27638190954774,fixed-action contrast dispersion,0.6922423086701102
body14mean,55.778894472361806,fixed-action contrast dispersion,0.70118431475262
body14mean,56.281407035175874,fixed-action contrast dispersion,0.7084622693700402
body14mean,56.78391959798994,fixed-action contrast dispersion,0.713961164008866
body14mean,57.28643216080401,fixed-action contrast dispersion,0.7175341091860726
body14mean,57.78894472361809,fixed-action contrast dispersion,0.7191709270492441
body14mean,58.29145728643216,fixed-action contrast dispersion,0.7188303831575131
body14mean,58.793969849246224,fixed-action contrast dispersion,0.716444328973882
body14mean,59.2964824120603,fixed-action contrast dispersion,0.712002940337136
body14mean,59.79899497487437,fixed-action contrast dispersion,0.7055081066435049
body14mean,60.30150753768844,fixed-action contrast dispersion,0.6968765188336392
body14mean,60.804020100502505,fixed-action contrast dispersion,0.6862511238699694
body14mean,61.306532663316574,fixed-action contrast dispersion,0.6738533752530597
body14mean,61.80904522613065,fixed-action contrast dispersion,0.6597153233642973
body14mean,62.31155778894472,fixed-action contrast dispersion,0.6440057199422207
body14mean,62.81407035175879,fixed-action contrast dispersion,0.6268887725690931
body14mean,63.31658291457286,fixed-action contrast dispersion,0.6086062122917961
body14mean,63.81909547738693,fixed-action contrast dispersion,0.5892508673908314
body14mean,64.321608040201,fixed-action contrast dispersion,0.569128267862954
body14mean,64.82412060301507,fixed-action contrast dispersion,0.5460619472373819
body14mean,65.32663316582914,fixed-action contrast dispersion,0.5079143312237175
body14mean,65.82914572864321,fixed-action contrast dispersion,0.48656221993681253
body14mean,66.33165829145727,fixed-action contrast dispersion,0.46513587057410855
body14mean,66.83417085427135,fixed-action contrast dispersion,0.44380867228007603
body14mean,67.33668341708542,fixed-action contrast dispersion,0.42281575131660465
body14mean,67.83919597989949,fixed-action contrast dispersion,0.40217889797251144
body14mean,68.34170854271356,fixed-action contrast dispersion,0.38220597091109965
body14mean,68.84422110552764,fixed-action contrast dispersion,0.3630247590387801
body14mean,69.3467336683417,fixed-action contrast dispersion,0.3449898620739527
body14mean,69.84924623115577,fixed-action contrast dispersion,0.3282110351800356
body14mean,70.35175879396985,fixed-action contrast dispersion,0.31521736119012406
body14mean,70.85427135678391,fixed-action contrast dispersion,0.3187426694037642
body14mean,71.35678391959799,fixed-action contrast dispersion,0.30732096532963277
body14mean,71.85929648241205,fixed-action contrast dispersion,0.2981721787288672
body14mean,72.36180904522612,fixed-action contrast dispersion,0.29140080950262714
body14mean,72.8643216080402,fixed-action contrast dispersion,0.2872551981037009
body14mean,73.36683417085426,fixed-action contrast dispersion,0.2858077952196243
body14mean,73.86934673366834,fixed-action contrast dispersion,0.28694903221660656
body14mean,74.3718592964824,fixed-action contrast dispersion,0.290577137821795
body14mean,74.87437185929647,fixed-action contrast dispersion,0.29643050655446357
body14mean,75.37688442211055,fixed-action contrast dispersion,0.3042048250325299
body14mean,75.87939698492461,fixed-action contrast dispersion,0.3135018233150285
body14mean,76.38190954773869,fixed-action contrast dispersion,0.3241521011586721
body14mean,76.88442211055276,fixed-action contrast dispersion,0.3355679107085897
body14mean,77.38693467336682,fixed-action contrast dispersion,0.34738242802892066
body14mean,77.8894472361809,fixed-action contrast dispersion,0.35919660261965886
body14mean,78.39195979899498,fixed-action contrast dispersion,0.37068985250338105
body14mean,78.89447236180904,fixed-action contrast dispersion,0.3815773272374766
body14mean,79.39698492462311,fixed-action contrast dispersion,0.39154197130156415
body14mean,79.89949748743717,fixed-action contrast dispersion,0.40066490533945537
body14mean,80.40201005025125,fixed-action contrast dispersion,0.40856838663103456
body14mean,80.90452261306532,fixed-action contrast dispersion,0.4153053931832653
body14mean,81.40703517587939,fixed-action contrast dispersion,0.4209651144039146
body14mean,81.90954773869346,fixed-action contrast dispersion,0.4253024468801676
body14mean,82.41206030150752,fixed-action contrast dispersion,0.4286670439211246
body14mean,82.9145728643216,fixed-action contrast dispersion,0.4309209455812893
body14mean,83.41708542713567,fixed-action contrast dispersion,0.4322617999942737
body14mean,83.91959798994974,fixed-action contrast dispersion,0.43261198477644186
body14mean,84.42211055276381,fixed-action contrast dispersion,0.43208143423360656
body14mean,84.92462311557789,fixed-action contrast dispersion,0.4308467247296358
body14mean,85.42713567839195,fixed-action contrast dispersion,0.4288071125122965
body14mean,85.92964824120602,fixed-action contrast dispersion,0.42635682489081944
body14mean,86.4321608040201,fixed-action contrast dispersion,0.4235129542704918
body14mean,86.93467336683416,fixed-action contrast dispersion,0.4203945437610066
body14mean,87.43718592964824,fixed-action contrast dispersion,0.4169904620555142
body14mean,87.9396984924623,fixed-action contrast dispersion,0.41346366673014034
body14mean,88.44221105527637,fixed-action contrast dispersion,0.4101777071645941
body14mean,88.94472361809045,fixed-action contrast dispersion,0.4072583724607837
body14mean,89.44723618090451,fixed-action contrast dispersion,0.40483866824900344
body14mean,89.94974874371859,fixed-action contrast dispersion,0.4031491620919018
body14mean,90.45226130653263,fixed-action contrast dispersion,0.4023687288946299
body14mean,90.95477386934672,fixed-action contrast dispersion,0.40251794693230186
body14mean,91.4572864321608,fixed-action contrast dispersion,0.40368192977065526
body14mean,91.95979899497486,fixed-action contrast dispersion,0.4057286344700286
body14mean,92.46231155778894,fixed-action contrast dispersion,0.4086866226373912
body14mean,92.964824120603,fixed-action contrast dispersion,0.41244575605021166
body14mean,93.46733668341707,fixed-action contrast dispersion,0.41685272725912426
body14mean,93.96984924623116,fixed-action contrast dispersion,0.42148763880627255
body14mean,94.47236180904522,fixed-action contrast dispersion,0.42598684333912984
body14mean,94.97487437185929,fixed-action contrast dispersion,0.4302503828966006
body14mean,95.47738693467336,fixed-action contrast dispersion,0.43383519776160995
body14mean,95.97989949748742,fixed-action contrast dispersion,0.4365274051001173
body14mean,96.4824120603015,fixed-action contrast dispersion,0.4381591810883067
body14mean,96.98492462311556,fixed-action contrast dispersion,0.4383336627667747
body14mean,97.48743718592964,fixed-action contrast dispersion,0.43735169820143105
body14mean,97.98994974874373,fixed-action contrast dispersion,0.43761705739703916
body14mean,98.49246231155776,fixed-action contrast dispersion,0.4373950126138923
body14mean,98.99497487437183,fixed-action contrast dispersion,0.4365258432655221
body14mean,99.49748743718592,fixed-action contrast dispersion,0.435096951346838
body14mean,100.0,fixed-action contrast dispersion,0.4332116739739742
body14mean,0.0,athlete,0.11602199900865988
body14mean,0.5025125628140703,athlete,0.11511762821069985
body14mean,1.0050251256281406,athlete,0.11369418713905005
body14mean,1.507537688442211,athlete,0.11109253689249327
body14mean,2.0100502512562812,athlete,0.10926695991235802
body14mean,2.5125628140703515,athlete,0.10731089437536247
body14mean,3.015075376884422,athlete,0.1044591492295981
body14mean,3.517587939698492,athlete,0.10127414438980908
body14mean,4.0201005025125625,athlete,0.09769247931117918
body14mean,4.522613065326633,athlete,0.09405756946189701
body14mean,5.025125628140703,athlete,0.09062152667309521
body14mean,5.527638190954773,athlete,0.08790897455600064
body14mean,6.030150753768844,athlete,0.0857466596063646
body14mean,6.532663316582914,athlete,0.08444041215161072
body14mean,7.035175879396984,athlete,0.08480216599365073
body14mean,7.537688442211055,athlete,0.08530081662417835
body14mean,8.040201005025125,athlete,0.08651648328003396
body14mean,8.542713567839195,athlete,0.08820384316956244
body14mean,9.045226130653266,athlete,0.0903555264901173
body14mean,9.547738693467336,athlete,0.09286670159144435
body14mean,10.050251256281406,athlete,0.0948437650373582
body14mean,10.552763819095476,athlete,0.09437659394537114
body14mean,11.055276381909549,athlete,0.09534637860165039
body14mean,11.557788944723615,athlete,0.09616904824706268
body14mean,12.060301507537687,athlete,0.09637908187533598
body14mean,12.562814070351758,athlete,0.0958220963983373
body14mean,13.065326633165828,athlete,0.09440442777310798
body14mean,13.567839195979898,athlete,0.09238740024363201
body14mean,14.070351758793969,athlete,0.09022005367433956
body14mean,14.57286432160804,athlete,0.08750247624534951
body14mean,15.07537688442211,athlete,0.08446930556451353
body14mean,15.57788944723618,athlete,0.0817650712592767
body14mean,16.08040201005025,athlete,0.08111395366030388
body14mean,16.58291457286432,athlete,0.07840342423813516
body14mean,17.08542713567839,athlete,0.0754303876349197
body14mean,17.587939698492463,athlete,0.07265238693660402
body14mean,18.09045226130653,athlete,0.07009631186435591
body14mean,18.5929648241206,athlete,0.06792267983067488
body14mean,19.09547738693467,athlete,0.06620702559247897
body14mean,19.597989949748744,athlete,0.06451589051909361
body14mean,20.100502512562812,athlete,0.06029213021012396
body14mean,20.60301507537688,athlete,0.05922209592173117
body14mean,21.105527638190953,athlete,0.05838620696164509
body14mean,21.608040201005025,athlete,0.05781482223738698
body14mean,22.110552763819097,athlete,0.057578638715730386
body14mean,22.61306532663316,athlete,0.05745341799090915
body14mean,23.11557788944723,athlete,0.05743336773510067
body14mean,23.618090452261303,athlete,0.05755085041569714
body14mean,24.120603015075375,athlete,0.05769722707116391
body14mean,24.623115577889443,athlete,0.05779970596169906
body14mean,25.125628140703515,athlete,0.05792672151948722
body14mean,25.628140703517587,athlete,0.060938385600511326
body14mean,26.130653266331656,athlete,0.06104182715307609
body14mean,26.633165829145725,athlete,0.0612039036832347
body14mean,27.135678391959797,athlete,0.061514580783120595
body14mean,27.63819095477387,athlete,0.061892004930701655
body14mean,28.140703517587937,athlete,0.062286861111380036
body14mean,28.64321608040201,athlete,0.0627584570816503
body14mean,29.14572864321608,athlete,0.06323965445305127
body14mean,29.64824120603015,athlete,0.06386179975804375
body14mean,30.15075376884422,athlete,0.06449710717461618
body14mean,30.653266331658287,athlete,0.0651554433066731
body14mean,31.15577889447236,athlete,0.06576528552733431
body14mean,31.65829145728643,athlete,0.0663439187887988
body14mean,32.1608040201005,athlete,0.06680926246456
body14mean,32.66331658291457,athlete,0.06703493149723547
body14mean,33.16582914572864,athlete,0.0670187755083667
body14mean,33.66834170854271,athlete,0.06667225358068243
body14mean,34.17085427135678,athlete,0.06602717971528668
body14mean,34.67336683417085,athlete,0.06505801836678292
body14mean,35.175879396984925,athlete,0.06380918180524116
body14mean,35.678391959798994,athlete,0.06222181781707661
body14mean,36.18090452261306,athlete,0.06039342896807958
body14mean,36.68341708542713,athlete,0.05817648674405649
body14mean,37.1859296482412,athlete,0.05610207324535648
body14mean,37.688442211055275,athlete,0.054029731114965666
body14mean,38.19095477386934,athlete,0.052032001287453
body14mean,38.69346733668341,athlete,0.05014116179079633
body14mean,39.19597989949749,athlete,0.04844658263268559
body14mean,39.69849246231155,athlete,0.04690897173641358
body14mean,40.201005025125625,athlete,0.04552245815964355
body14mean,40.70351758793969,athlete,0.044170287957507326
body14mean,41.20603015075376,athlete,0.04284505829500628
body14mean,41.70854271356784,athlete,0.041478870039700466
body14mean,42.211055276381906,athlete,0.04027987238019738
body14mean,42.713567839195974,athlete,0.03863498970004547
body14mean,43.21608040201005,athlete,0.036696308385362836
body14mean,43.71859296482412,athlete,0.034546501507175115
body14mean,44.22110552763819,athlete,0.03215731172360805
body14mean,44.723618090452256,athlete,0.029460462327590708
body14mean,45.22613065326632,athlete,0.026572005439040525
body14mean,45.7286432160804,athlete,0.02364088022916153
body14mean,46.23115577889447,athlete,0.020674238958013343
body14mean,46.73366834170854,athlete,0.017791391372905908
body14mean,47.23618090452261,athlete,0.01500812914483071
body14mean,47.73869346733668,athlete,0.012323968208939518
body14mean,48.24120603015075,athlete,0.009945104207040072
body14mean,48.74371859296482,athlete,0.007868487596640309
body14mean,49.24623115577889,athlete,0.0060921052868648
body14mean,49.74874371859296,athlete,0.004686493536009373
body14mean,50.25125628140703,athlete,0.0037401554013199094
body14mean,50.7537688442211,athlete,0.0031534517208830727
body14mean,51.256281407035175,athlete,0.0028668298625909093
body14mean,51.75879396984924,athlete,0.0029680246304942
body14mean,52.26130653266331,athlete,0.0033609024099489
body14mean,52.76381909547738,athlete,0.004088923397520363
body14mean,53.26633165829145,athlete,0.005093909811047828
body14mean,53.768844221105525,athlete,0.0062832722152493005
body14mean,54.27135678391959,athlete,0.007679430401882883
body14mean,54.77386934673366,athlete,0.009234940365279
body14mean,55.27638190954774,athlete,0.010841778424234273
body14mean,55.778894472361806,athlete,0.012488245174408863
body14mean,56.281407035175874,athlete,0.014167136410873372
body14mean,56.78391959798994,athlete,0.015841092329350017
body14mean,57.28643216080401,athlete,0.017455127818100893
body14mean,57.78894472361809,athlete,0.019030429947087382
body14mean,58.29145728643216,athlete,0.020507214115051582
body14mean,58.793969849246224,athlete,0.021909627289388618
body14mean,59.2964824120603,athlete,0.02325885367439201
body14mean,59.79899497487437,athlete,0.024545136595532355
body14mean,60.30150753768844,athlete,0.025789044261042726
body14mean,60.804020100502505,athlete,0.02703537084069391
body14mean,61.306532663316574,athlete,0.02826180911885233
body14mean,61.80904522613065,athlete,0.029499309621605574
body14mean,62.31155778894472,athlete,0.030763663156227763
body14mean,62.81407035175879,athlete,0.03204606824370498
body14mean,63.31658291457286,athlete,0.03338370089556696
body14mean,63.81909547738693,athlete,0.03481051690955033
body14mean,64.321608040201,athlete,0.03632240296794043
body14mean,64.82412060301507,athlete,0.037607266339625876
body14mean,65.32663316582914,athlete,0.03718507011426243
body14mean,65.82914572864321,athlete,0.03899861509449272
body14mean,66.33165829145727,athlete,0.040976146438010105
body14mean,66.83417085427135,athlete,0.04310250048699583
body14mean,67.33668341708542,athlete,0.04529175656510323
body14mean,67.83919597989949,athlete,0.047579089624690395
body14mean,68.34170854271356,athlete,0.0499953626554086
body14mean,68.84422110552764,athlete,0.05250541781588685
body14mean,69.3467336683417,athlete,0.055088641695587845
body14mean,69.84924623115577,athlete,0.057727188056241524
body14mean,70.35175879396985,athlete,0.06074041636499168
body14mean,70.85427135678391,athlete,0.06557814245228778
body14mean,71.35678391959799,athlete,0.06832344237400254
body14mean,71.85929648241205,athlete,0.07098493199026824
body14mean,72.36180904522612,athlete,0.07354782409743896
body14mean,72.8643216080402,athlete,0.07613253629824733
body14mean,73.36683417085426,athlete,0.07867057896107355
body14mean,73.86934673366834,athlete,0.08122791309760781
body14mean,74.3718592964824,athlete,0.08371125677678118
body14mean,74.87437185929647,athlete,0.08617134623672518
body14mean,75.37688442211055,athlete,0.08861649407559545
body14mean,75.87939698492461,athlete,0.09109508224171035
body14mean,76.38190954773869,athlete,0.09359927374753917
body14mean,76.88442211055276,athlete,0.09609596251427531
body14mean,77.38693467336682,athlete,0.09874635850646224
body14mean,77.8894472361809,athlete,0.10152848558313554
body14mean,78.39195979899498,athlete,0.10430636504719987
body14mean,78.89447236180904,athlete,0.1071584041162839
body14mean,79.39698492462311,athlete,0.10997694058179319
body14mean,79.89949748743717,athlete,0.11272512720104383
body14mean,80.40201005025125,athlete,0.11541425068197828
body14mean,80.90452261306532,athlete,0.11801786037190481
body14mean,81.40703517587939,athlete,0.12050500234491167
body14mean,81.90954773869346,athlete,0.1228280555204262
body14mean,82.41206030150752,athlete,0.12490389369153872
body14mean,82.9145728643216,athlete,0.1266122160801761
body14mean,83.41708542713567,athlete,0.1280580871206171
body14mean,83.91959798994974,athlete,0.1292317732415105
body14mean,84.42211055276381,athlete,0.13005202882154054
body14mean,84.92462311557789,athlete,0.13058015645024665
body14mean,85.42713567839195,athlete,0.13085557529974176
body14mean,85.92964824120602,athlete,0.13070803356154576
body14mean,86.4321608040201,athlete,0.13026460182120256
body14mean,86.93467336683416,athlete,0.12949875415957451
body14mean,87.43718592964824,athlete,0.128405947931929
body14mean,87.9396984924623,athlete,0.12707288727052785
body14mean,88.44221105527637,athlete,0.12544965784403342
body14mean,88.94472361809045,athlete,0.12360001790631778
body14mean,89.44723618090451,athlete,0.1213926440178624
body14mean,89.94974874371859,athlete,0.11902529484103531
body14mean,90.45226130653263,athlete,0.11644200520907488
body14mean,90.95477386934672,athlete,0.11363468345630134
body14mean,91.4572864321608,athlete,0.11079331375151241
body14mean,91.95979899497486,athlete,0.10784183633066456
body14mean,92.46231155778894,athlete,0.10476649164819564
body14mean,92.964824120603,athlete,0.10161029514808938
body14mean,93.46733668341707,athlete,0.09848062181114724
body14mean,93.96984924623116,athlete,0.09535961668690666
body14mean,94.47236180904522,athlete,0.0922238176364775
body14mean,94.97487437185929,athlete,0.08944138329959668
body14mean,95.47738693467336,athlete,0.08683138992476301
body14mean,95.97989949748742,athlete,0.0844616461182379
body14mean,96.4824120603015,athlete,0.08242566359271092
body14mean,96.98492462311556,athlete,0.08061621869850931
body14mean,97.48743718592964,athlete,0.0791119934093913
body14mean,97.98994974874373,athlete,0.07813641743611588
body14mean,98.49246231155776,athlete,0.07734005288607604
body14mean,98.99497487437183,athlete,0.07662528694784318
body14mean,99.49748743718592,athlete,0.07615694253890705
body14mean,100.0,athlete,0.07592601110838051
body14mean,0.0,athlete × fixed action,0.3555145688840174
body14mean,0.5025125628140703,athlete × fixed action,0.35255054930892904
body14mean,1.0050251256281406,athlete × fixed action,0.3496867125769256
body14mean,1.507537688442211,athlete × fixed action,0.3448248835175268
body14mean,2.0100502512562812,athlete × fixed action,0.3428433245768396
body14mean,2.5125628140703515,athlete × fixed action,0.34136092878606394
body14mean,3.015075376884422,athlete × fixed action,0.3371975409352943
body14mean,3.517587939698492,athlete × fixed action,0.3324206698496757
body14mean,4.0201005025125625,athlete × fixed action,0.32959759673687333
body14mean,4.522613065326633,athlete × fixed action,0.327542180573362
body14mean,5.025125628140703,athlete × fixed action,0.3260105227112065
body14mean,5.527638190954773,athlete × fixed action,0.3245199924766507
body14mean,6.030150753768844,athlete × fixed action,0.3231940437464986
body14mean,6.532663316582914,athlete × fixed action,0.3220216193852269
body14mean,7.035175879396984,athlete × fixed action,0.3226011356941038
body14mean,7.537688442211055,athlete × fixed action,0.3205340500030381
body14mean,8.040201005025125,athlete × fixed action,0.31893781157896234
body14mean,8.542713567839195,athlete × fixed action,0.3171968649877854
body14mean,9.045226130653266,athlete × fixed action,0.3164453391275796
body14mean,9.547738693467336,athlete × fixed action,0.3144149397960789
body14mean,10.050251256281406,athlete × fixed action,0.31131823193494096
body14mean,10.552763819095476,athlete × fixed action,0.301961828523377
body14mean,11.055276381909549,athlete × fixed action,0.2984188683772383
body14mean,11.557788944723615,athlete × fixed action,0.2964807822945668
body14mean,12.060301507537687,athlete × fixed action,0.2948407501896352
body14mean,12.562814070351758,athlete × fixed action,0.2936066067778379
body14mean,13.065326633165828,athlete × fixed action,0.29318474303828407
body14mean,13.567839195979898,athlete × fixed action,0.2923859640350438
body14mean,14.070351758793969,athlete × fixed action,0.29245468307123684
body14mean,14.57286432160804,athlete × fixed action,0.292889390903548
body14mean,15.07537688442211,athlete × fixed action,0.29357898410612054
body14mean,15.57788944723618,athlete × fixed action,0.2954726939335561
body14mean,16.08040201005025,athlete × fixed action,0.30375474694626486
body14mean,16.58291457286432,athlete × fixed action,0.30643143299849007
body14mean,17.08542713567839,athlete × fixed action,0.3082179939527779
body14mean,17.587939698492463,athlete × fixed action,0.31015307596447983
body14mean,18.09045226130653,athlete × fixed action,0.31208671652370285
body14mean,18.5929648241206,athlete × fixed action,0.3143398441643259
body14mean,19.09547738693467,athlete × fixed action,0.3166814510690608
body14mean,19.597989949748744,athlete × fixed action,0.31725940315897416
body14mean,20.100502512562812,athlete × fixed action,0.30093602920197715
body14mean,20.60301507537688,athlete × fixed action,0.30160889393275236
body14mean,21.105527638190953,athlete × fixed action,0.30187011109800604
body14mean,21.608040201005025,athlete × fixed action,0.3020125441000365
body14mean,22.110552763819097,athlete × fixed action,0.3021889130627727
body14mean,22.61306532663316,athlete × fixed action,0.3015434201322382
body14mean,23.11557788944723,athlete × fixed action,0.30056687131406545
body14mean,23.618090452261303,athlete × fixed action,0.2992991622575283
body14mean,24.120603015075375,athlete × fixed action,0.29775767752914395
body14mean,24.623115577889443,athlete × fixed action,0.29558141731982523
body14mean,25.125628140703515,athlete × fixed action,0.29422893113786225
body14mean,25.628140703517587,athlete × fixed action,0.30946807402310095
body14mean,26.130653266331656,athlete × fixed action,0.30740006981328544
body14mean,26.633165829145725,athlete × fixed action,0.30551291852160245
body14mean,27.135678391959797,athlete × fixed action,0.30379366791399715
body14mean,27.63819095477387,athlete × fixed action,0.30225061595063857
body14mean,28.140703517587937,athlete × fixed action,0.301048654356795
body14mean,28.64321608040201,athlete × fixed action,0.30004078039449034
body14mean,29.14572864321608,athlete × fixed action,0.29949165113714177
body14mean,29.64824120603015,athlete × fixed action,0.29915792714298733
body14mean,30.15075376884422,athlete × fixed action,0.29918361643906133
body14mean,30.653266331658287,athlete × fixed action,0.2994114106951764
body14mean,31.15577889447236,athlete × fixed action,0.29974779177934496
body14mean,31.65829145728643,athlete × fixed action,0.300071446227753
body14mean,32.1608040201005,athlete × fixed action,0.3002219097383569
body14mean,32.66331658291457,athlete × fixed action,0.30010479153298825
body14mean,33.16582914572864,athlete × fixed action,0.29977608410209994
body14mean,33.66834170854271,athlete × fixed action,0.29910774393305045
body14mean,34.17085427135678,athlete × fixed action,0.29818842017568187
body14mean,34.67336683417085,athlete × fixed action,0.2969681113859277
body14mean,35.175879396984925,athlete × fixed action,0.29531904774651513
body14mean,35.678391959798994,athlete × fixed action,0.29333754523731587
body14mean,36.18090452261306,athlete × fixed action,0.2911128280625759
body14mean,36.68341708542713,athlete × fixed action,0.28733388059531484
body14mean,37.1859296482412,athlete × fixed action,0.2846025471098871
body14mean,37.688442211055275,athlete × fixed action,0.28219019483330593
body14mean,38.19095477386934,athlete × fixed action,0.28007835687141563
body14mean,38.69346733668341,athlete × fixed action,0.2783073545801897
body14mean,39.19597989949749,athlete × fixed action,0.27697680184277196
body14mean,39.69849246231155,athlete × fixed action,0.276187564720281
body14mean,40.201005025125625,athlete × fixed action,0.2760023126923619
body14mean,40.70351758793969,athlete × fixed action,0.2765855761216637
body14mean,41.20603015075376,athlete × fixed action,0.2781107698172712
body14mean,41.70854271356784,athlete × fixed action,0.28049821013943177
body14mean,42.211055276381906,athlete × fixed action,0.28507754993298035
body14mean,42.713567839195974,athlete × fixed action,0.2894158735918743
body14mean,43.21608040201005,athlete × fixed action,0.2941607653023972
body14mean,43.71859296482412,athlete × fixed action,0.2993055226296699
body14mean,44.22110552763819,athlete × fixed action,0.3045367318935673
body14mean,44.723618090452256,athlete × fixed action,0.3095150081705517
body14mean,45.22613065326632,athlete × fixed action,0.31399425937852454
body14mean,45.7286432160804,athlete × fixed action,0.3178089438318468
body14mean,46.23115577889447,athlete × fixed action,0.3205379177645877
body14mean,46.73366834170854,athlete × fixed action,0.32182766539958885
body14mean,47.23618090452261,athlete × fixed action,0.3215510063367042
body14mean,47.73869346733668,athlete × fixed action,0.31977149335863014
body14mean,48.24120603015075,athlete × fixed action,0.3161876761195118
body14mean,48.74371859296482,athlete × fixed action,0.31094911847959444
body14mean,49.24623115577889,athlete × fixed action,0.30407012105854964
body14mean,49.74874371859296,athlete × fixed action,0.2957643461582374
body14mean,50.25125628140703,athlete × fixed action,0.2863491027996928
body14mean,50.7537688442211,athlete × fixed action,0.2759674890551682
body14mean,51.256281407035175,athlete × fixed action,0.2646229310133034
body14mean,51.75879396984924,athlete × fixed action,0.25276777665766814
body14mean,52.26130653266331,athlete × fixed action,0.2407467438004244
body14mean,52.76381909547738,athlete × fixed action,0.22866013607348845
body14mean,53.26633165829145,athlete × fixed action,0.21668246676236302
body14mean,53.768844221105525,athlete × fixed action,0.20510719572423183
body14mean,54.27135678391959,athlete × fixed action,0.19411525678925667
body14mean,54.77386934673366,athlete × fixed action,0.18391993379982274
body14mean,55.27638190954774,athlete × fixed action,0.17469214679426914
body14mean,55.778894472361806,athlete × fixed action,0.16666740895661272
body14mean,56.281407035175874,athlete × fixed action,0.15993449287555553
body14mean,56.78391959798994,athlete × fixed action,0.15466156214184684
body14mean,57.28643216080401,athlete × fixed action,0.15101154799703193
body14mean,57.78894472361809,athlete × fixed action,0.14903097821591293
body14mean,58.29145728643216,athlete × fixed action,0.14887610834746282
body14mean,58.793969849246224,athlete × fixed action,0.15061393581655724
body14mean,59.2964824120603,athlete × fixed action,0.15420583382675349
body14mean,59.79899497487437,athlete × fixed action,0.15965946495598204
body14mean,60.30150753768844,athlete × fixed action,0.16700435102781658
body14mean,60.804020100502505,athlete × fixed action,0.17609078665640768
body14mean,61.306532663316574,athlete × fixed action,0.18670537924446748
body14mean,61.80904522613065,athlete × fixed action,0.19877600412598187
body14mean,62.31155778894472,athlete × fixed action,0.21211605796656013
body14mean,62.81407035175879,athlete × fixed action,0.22650908012952478
body14mean,63.31658291457286,athlete × fixed action,0.24167834810805616
body14mean,63.81909547738693,athlete × fixed action,0.25746267256873356
body14mean,64.321608040201,athlete × fixed action,0.2735262694976718
body14mean,64.82412060301507,athlete × fixed action,0.287191139843193
body14mean,65.32663316582914,athlete × fixed action,0.2865171490409329
body14mean,65.82914572864321,athlete × fixed action,0.30225076143870994
body14mean,66.33165829145727,athlete × fixed action,0.3174723609845862
body14mean,66.83417085427135,athlete × fixed action,0.3320317335475539
body14mean,67.33668341708542,athlete × fixed action,0.3459500188243529
body14mean,67.83919597989949,athlete × fixed action,0.3591336194167077
body14mean,68.34170854271356,athlete × fixed action,0.3712879575297692
body14mean,68.84422110552764,athlete × fixed action,0.382502864775001
body14mean,69.3467336683417,athlete × fixed action,0.3925521114728077
body14mean,69.84924623115577,athlete × fixed action,0.4014829357405756
body14mean,70.35175879396985,athlete × fixed action,0.41174159879280725
body14mean,70.85427135678391,athlete × fixed action,0.4347996320501222
body14mean,71.35678391959799,athlete × fixed action,0.4396578741729286
body14mean,71.85929648241205,athlete × fixed action,0.4428339558132626
body14mean,72.36180904522612,athlete × fixed action,0.44455555610474506
body14mean,72.8643216080402,athlete × fixed action,0.4443222289502232
body14mean,73.36683417085426,athlete × fixed action,0.442143227203804
body14mean,73.86934673366834,athlete × fixed action,0.43817606046178187
body14mean,74.3718592964824,athlete × fixed action,0.43246024643141256
body14mean,74.87437185929647,athlete × fixed action,0.4251926309110955
body14mean,75.37688442211055,athlete × fixed action,0.4164319643685492
body14mean,75.87939698492461,athlete × fixed action,0.4060877019879813
body14mean,76.38190954773869,athlete × fixed action,0.3951277148445617
body14mean,76.88442211055276,athlete × fixed action,0.3835372637325916
body14mean,77.38693467336682,athlete × fixed action,0.3716463902746282
body14mean,77.8894472361809,athlete × fixed action,0.35966361868711566
body14mean,78.39195979899498,athlete × fixed action,0.3480878056779619
body14mean,78.89447236180904,athlete × fixed action,0.3370842539054641
body14mean,79.39698492462311,athlete × fixed action,0.32684241332007874
body14mean,79.89949748743717,athlete × fixed action,0.31738885275451123
body14mean,80.40201005025125,athlete × fixed action,0.3088128086914252
body14mean,80.90452261306532,athlete × fixed action,0.3012312640153291
body14mean,81.40703517587939,athlete × fixed action,0.2949841169597497
body14mean,81.90954773869346,athlete × fixed action,0.2893046028372442
body14mean,82.41206030150752,athlete × fixed action,0.2844236274562871
body14mean,82.9145728643216,athlete × fixed action,0.28055873184570096
body14mean,83.41708542713567,athlete × fixed action,0.27730060788732813
body14mean,83.91959798994974,athlete × fixed action,0.27460906516236255
body14mean,84.42211055276381,athlete × fixed action,0.27252202072232273
body14mean,84.92462311557789,athlete × fixed action,0.2709922148214098
body14mean,85.42713567839195,athlete × fixed action,0.26994321905860397
